match id,patch,queue,region
1852576546,5.11,ranked,1
1852576594,5.11,ranked,1
1852576615,5.11,ranked,1
1852576685,5.11,ranked,1
1852576692,5.11,ranked,1
1852576721,5.11,ranked,1
1852576819,5.11,ranked,1
1852576960,5.11,ranked,1
1852576975,5.11,ranked,1
1852577144,5.11,ranked,1
1852577270,5.11,ranked,1
1852577966,5.11,ranked,1
1852578050,5.11,ranked,1
1852578298,5.11,ranked,1
1852578519,5.11,ranked,1
1852580043,5.11,ranked,1
1852580336,5.11,ranked,1
1852580418,5.11,ranked,1
1852580585,5.11,ranked,1
1852581170,5.11,ranked,1
1852581310,5.11,ranked,1
1852581352,5.11,ranked,1
1852581657,5.11,ranked,1
1852581832,5.11,ranked,1
1852581868,5.11,ranked,1
1852581890,5.11,ranked,1
1852581949,5.11,ranked,1
1852582009,5.11,ranked,1
1852582090,5.11,ranked,1
1852582102,5.11,ranked,1
1852582138,5.11,ranked,1
1852582218,5.11,ranked,1
1852582392,5.11,ranked,1
1852582422,5.11,ranked,1
1852582461,5.11,ranked,1
1852582529,5.11,ranked,1
1852582533,5.11,ranked,1
1852582563,5.11,ranked,1
1852582682,5.11,ranked,1
1852582689,5.11,ranked,1
1852582808,5.11,ranked,1
1852582834,5.11,ranked,1
1852582846,5.11,ranked,1
1852583172,5.11,ranked,1
1852583298,5.11,ranked,1
1852583392,5.11,ranked,1
1852583523,5.11,ranked,1
1852583537,5.11,ranked,1
1852583651,5.11,ranked,1
1852583812,5.11,ranked,1
1852583869,5.11,ranked,1
1852583937,5.11,ranked,1
1852583942,5.11,ranked,1
1852583998,5.11,ranked,1
1852584013,5.11,ranked,1
1852584243,5.11,ranked,1
1852584253,5.11,ranked,1
1852584271,5.11,ranked,1
1852584340,5.11,ranked,1
1852584416,5.11,ranked,1
1852584423,5.11,ranked,1
1852584447,5.11,ranked,1
1852584603,5.11,ranked,1
1852584633,5.11,ranked,1
1852584690,5.11,ranked,1
1852584863,5.11,ranked,1
1852584874,5.11,ranked,1
1852584939,5.11,ranked,1
1852584957,5.11,ranked,1
1852585110,5.11,ranked,1
1852585113,5.11,ranked,1
1852585163,5.11,ranked,1
1852585171,5.11,ranked,1
1852585191,5.11,ranked,1
1852585199,5.11,ranked,1
1852585203,5.11,ranked,1
1852585241,5.11,ranked,1
1852585250,5.11,ranked,1
1852585253,5.11,ranked,1
1852585315,5.11,ranked,1
1852585397,5.11,ranked,1
1852585409,5.11,ranked,1
1852585420,5.11,ranked,1
1852585482,5.11,ranked,1
1852585631,5.11,ranked,1
1852585676,5.11,ranked,1
1852585753,5.11,ranked,1
1852585782,5.11,ranked,1
1852585804,5.11,ranked,1
1852585822,5.11,ranked,1
1852586060,5.11,ranked,1
1852586097,5.11,ranked,1
1852586197,5.11,ranked,1
1852586355,5.11,ranked,1
1852586422,5.11,ranked,1
1852586511,5.11,ranked,1
1852586602,5.11,ranked,1
1852586912,5.11,ranked,1
1852586977,5.11,ranked,1
1852587210,5.11,ranked,1
1852587330,5.11,ranked,1
1852587565,5.11,ranked,1
1852587615,5.11,ranked,1
1852587660,5.11,ranked,1
1852587679,5.11,ranked,1
1852587760,5.11,ranked,1
1852588138,5.11,ranked,1
1852560001,5.11,ranked,1
1852561722,5.11,ranked,1
1852561973,5.11,ranked,1
1852562192,5.11,ranked,1
1852562624,5.11,ranked,1
1852562682,5.11,ranked,1
1852562865,5.11,ranked,1
1852562925,5.11,ranked,1
1852562976,5.11,ranked,1
1852563011,5.11,ranked,1
1852563093,5.11,ranked,1
1852563164,5.11,ranked,1
1852563192,5.11,ranked,1
1852563242,5.11,ranked,1
1852563292,5.11,ranked,1
1852563334,5.11,ranked,1
1852563368,5.11,ranked,1
1852563457,5.11,ranked,1
1852563554,5.11,ranked,1
1852563578,5.11,ranked,1
1852563768,5.11,ranked,1
1852563853,5.11,ranked,1
1852563867,5.11,ranked,1
1852564017,5.11,ranked,1
1852564369,5.11,ranked,1
1852564417,5.11,ranked,1
1852564479,5.11,ranked,1
1852564529,5.11,ranked,1
1852564539,5.11,ranked,1
1852564592,5.11,ranked,1
1852564659,5.11,ranked,1
1852564712,5.11,ranked,1
1852564718,5.11,ranked,1
1852564734,5.11,ranked,1
1852564789,5.11,ranked,1
1852564881,5.11,ranked,1
1852564890,5.11,ranked,1
1852564928,5.11,ranked,1
1852564948,5.11,ranked,1
1852565012,5.11,ranked,1
1852565115,5.11,ranked,1
1852565155,5.11,ranked,1
1852565242,5.11,ranked,1
1852565292,5.11,ranked,1
1852565329,5.11,ranked,1
1852565332,5.11,ranked,1
1852565357,5.11,ranked,1
1852565364,5.11,ranked,1
1852565372,5.11,ranked,1
1852565599,5.11,ranked,1
1852565613,5.11,ranked,1
1852565817,5.11,ranked,1
1852565998,5.11,ranked,1
1852566006,5.11,ranked,1
1852566028,5.11,ranked,1
1852566162,5.11,ranked,1
1852566195,5.11,ranked,1
1852566214,5.11,ranked,1
1852566258,5.11,ranked,1
1852566314,5.11,ranked,1
1852566421,5.11,ranked,1
1852566470,5.11,ranked,1
1852566477,5.11,ranked,1
1852566486,5.11,ranked,1
1852566570,5.11,ranked,1
1852566610,5.11,ranked,1
1852566621,5.11,ranked,1
1852566632,5.11,ranked,1
1852566649,5.11,ranked,1
1852566659,5.11,ranked,1
1852566691,5.11,ranked,1
1852566699,5.11,ranked,1
1852566733,5.11,ranked,1
1852566905,5.11,ranked,1
1852566936,5.11,ranked,1
1852567010,5.11,ranked,1
1852567072,5.11,ranked,1
1852567123,5.11,ranked,1
1852567145,5.11,ranked,1
1852567199,5.11,ranked,1
1852567354,5.11,ranked,1
1852567468,5.11,ranked,1
1852567798,5.11,ranked,1
1852567862,5.11,ranked,1
1852567949,5.11,ranked,1
1852568055,5.11,ranked,1
1852568145,5.11,ranked,1
1852568272,5.11,ranked,1
1852568392,5.11,ranked,1
1852568518,5.11,ranked,1
1852568586,5.11,ranked,1
1852568722,5.11,ranked,1
1852568764,5.11,ranked,1
1852569128,5.11,ranked,1
1852569267,5.11,ranked,1
1852570631,5.11,ranked,1
1852570778,5.11,ranked,1
1852571254,5.11,ranked,1
1852571479,5.11,ranked,1
1852571510,5.11,ranked,1
1852571596,5.11,ranked,1
1852572973,5.11,ranked,1
1852573061,5.11,ranked,1
1852573168,5.11,ranked,1
1852573172,5.11,ranked,1
1852573345,5.11,ranked,1
1852573422,5.11,ranked,1
1852573425,5.11,ranked,1
1852573438,5.11,ranked,1
1852573466,5.11,ranked,1
1852573477,5.11,ranked,1
1852573533,5.11,ranked,1
1852573649,5.11,ranked,1
1852573689,5.11,ranked,1
1852573705,5.11,ranked,1
1852573931,5.11,ranked,1
1852574005,5.11,ranked,1
1852574009,5.11,ranked,1
1852574014,5.11,ranked,1
1852574022,5.11,ranked,1
1852574039,5.11,ranked,1
1852574249,5.11,ranked,1
1852574333,5.11,ranked,1
1852574544,5.11,ranked,1
1852574548,5.11,ranked,1
1852574812,5.11,ranked,1
1852574933,5.11,ranked,1
1852574943,5.11,ranked,1
1852575142,5.11,ranked,1
1852575189,5.11,ranked,1
1852575196,5.11,ranked,1
1852575245,5.11,ranked,1
1852575281,5.11,ranked,1
1852575363,5.11,ranked,1
1852575381,5.11,ranked,1
1852575447,5.11,ranked,1
1852575478,5.11,ranked,1
1852575505,5.11,ranked,1
1852575554,5.11,ranked,1
1852575613,5.11,ranked,1
1852575616,5.11,ranked,1
1852575666,5.11,ranked,1
1852575716,5.11,ranked,1
1852575730,5.11,ranked,1
1852575852,5.11,ranked,1
1852575857,5.11,ranked,1
1852576019,5.11,ranked,1
1852576027,5.11,ranked,1
1852576030,5.11,ranked,1
1852576066,5.11,ranked,1
1852576079,5.11,ranked,1
1852576120,5.11,ranked,1
1852576124,5.11,ranked,1
1852576253,5.11,ranked,1
1852576269,5.11,ranked,1
1852576284,5.11,ranked,1
1852576295,5.11,ranked,1
1852576306,5.11,ranked,1
1852576312,5.11,ranked,1
1852576542,5.11,ranked,1
1852576549,5.11,ranked,1
1852576688,5.11,ranked,1
1852576698,5.11,ranked,1
1852576719,5.11,ranked,1
1852576876,5.11,ranked,1
1852576939,5.11,ranked,1
1852576978,5.11,ranked,1
1852577187,5.11,ranked,1
1852577213,5.11,ranked,1
1852577255,5.11,ranked,1
1852577271,5.11,ranked,1
1852577515,5.11,ranked,1
1852577555,5.11,ranked,1
1852577665,5.11,ranked,1
1852577987,5.11,ranked,1
1852578031,5.11,ranked,1
1852578252,5.11,ranked,1
1852578296,5.11,ranked,1
1852578457,5.11,ranked,1
1852578493,5.11,ranked,1
1852578574,5.11,ranked,1
1852578791,5.11,ranked,1
1852581039,5.11,ranked,1
1852581518,5.11,ranked,1
1852581766,5.11,ranked,1
1852581857,5.11,ranked,1
1852581991,5.11,ranked,1
1852582008,5.11,ranked,1
1852582379,5.11,ranked,1
1852582455,5.11,ranked,1
1852582815,5.11,ranked,1
1852583237,5.11,ranked,1
1852583265,5.11,ranked,1
1852583316,5.11,ranked,1
1852583539,5.11,ranked,1
1852583660,5.11,ranked,1
1852583809,5.11,ranked,1
1852584026,5.11,ranked,1
1852584037,5.11,ranked,1
1852584216,5.11,ranked,1
1852584245,5.11,ranked,1
1852584307,5.11,ranked,1
1852584325,5.11,ranked,1
1852584329,5.11,ranked,1
1852584400,5.11,ranked,1
1852584446,5.11,ranked,1
1852584451,5.11,ranked,1
1852584598,5.11,ranked,1
1852584622,5.11,ranked,1
1852584626,5.11,ranked,1
1852584653,5.11,ranked,1
1852584667,5.11,ranked,1
1852584684,5.11,ranked,1
1852584694,5.11,ranked,1
1852584858,5.11,ranked,1
1852584871,5.11,ranked,1
1852584923,5.11,ranked,1
1852584984,5.11,ranked,1
1852584988,5.11,ranked,1
1852585055,5.11,ranked,1
1852585158,5.11,ranked,1
1852585167,5.11,ranked,1
1852585174,5.11,ranked,1
1852585181,5.11,ranked,1
1852585194,5.11,ranked,1
1852585255,5.11,ranked,1
1852585305,5.11,ranked,1
1852585408,5.11,ranked,1
1852585479,5.11,ranked,1
1852585641,5.11,ranked,1
1852585717,5.11,ranked,1
1852585750,5.11,ranked,1
1852585789,5.11,ranked,1
1852585806,5.11,ranked,1
1852585828,5.11,ranked,1
1852585973,5.11,ranked,1
1852585986,5.11,ranked,1
1852586068,5.11,ranked,1
1852586194,5.11,ranked,1
1852586311,5.11,ranked,1
1852586419,5.11,ranked,1
1852586426,5.11,ranked,1
1852586542,5.11,ranked,1
1852586604,5.11,ranked,1
1852586809,5.11,ranked,1
1852586826,5.11,ranked,1
1852586913,5.11,ranked,1
1852586934,5.11,ranked,1
1852586999,5.11,ranked,1
1852587202,5.11,ranked,1
1852587208,5.11,ranked,1
1852587335,5.11,ranked,1
1852587356,5.11,ranked,1
1852587361,5.11,ranked,1
1852587404,5.11,ranked,1
1852587414,5.11,ranked,1
1852587449,5.11,ranked,1
1852587480,5.11,ranked,1
1852587557,5.11,ranked,1
1852587583,5.11,ranked,1
1852587606,5.11,ranked,1
1852587664,5.11,ranked,1
1852587847,5.11,ranked,1
1852587857,5.11,ranked,1
1852587886,5.11,ranked,1
1852587900,5.11,ranked,1
1852588085,5.11,ranked,1
1852588464,5.11,ranked,1
1852588679,5.11,ranked,1
1852588867,5.11,ranked,1
1852589098,5.11,ranked,1
1852589160,5.11,ranked,1
1852589985,5.11,ranked,1
1852562632,5.11,ranked,1
1852562816,5.11,ranked,1
1852563087,5.11,ranked,1
1852563113,5.11,ranked,1
1852563256,5.11,ranked,1
1852563506,5.11,ranked,1
1852563535,5.11,ranked,1
1852563861,5.11,ranked,1
1852564315,5.11,ranked,1
1852564324,5.11,ranked,1
1852564408,5.11,ranked,1
1852564472,5.11,ranked,1
1852564530,5.11,ranked,1
1852564594,5.11,ranked,1
1852564672,5.11,ranked,1
1852564693,5.11,ranked,1
1852564795,5.11,ranked,1
1852564802,5.11,ranked,1
1852564807,5.11,ranked,1
1852564906,5.11,ranked,1
1852564946,5.11,ranked,1
1852565017,5.11,ranked,1
1852565035,5.11,ranked,1
1852565118,5.11,ranked,1
1852565174,5.11,ranked,1
1852565299,5.11,ranked,1
1852565354,5.11,ranked,1
1852565686,5.11,ranked,1
1852565690,5.11,ranked,1
1852565813,5.11,ranked,1
1852566000,5.11,ranked,1
1852566007,5.11,ranked,1
1852566050,5.11,ranked,1
1852566126,5.11,ranked,1
1852566134,5.11,ranked,1
1852566151,5.11,ranked,1
1852566187,5.11,ranked,1
1852566254,5.11,ranked,1
1852566261,5.11,ranked,1
1852566281,5.11,ranked,1
1852566305,5.11,ranked,1
1852566466,5.11,ranked,1
1852566475,5.11,ranked,1
1852566574,5.11,ranked,1
1852566609,5.11,ranked,1
1852566628,5.11,ranked,1
1852566635,5.11,ranked,1
1852566652,5.11,ranked,1
1852566663,5.11,ranked,1
1852566686,5.11,ranked,1
1852566688,5.11,ranked,1
1852566700,5.11,ranked,1
1852566724,5.11,ranked,1
1852566846,5.11,ranked,1
1852566909,5.11,ranked,1
1852566922,5.11,ranked,1
1852567011,5.11,ranked,1
1852567059,5.11,ranked,1
1852567144,5.11,ranked,1
1852567165,5.11,ranked,1
1852567190,5.11,ranked,1
1852567204,5.11,ranked,1
1852567213,5.11,ranked,1
1852567217,5.11,ranked,1
1852567382,5.11,ranked,1
1852567744,5.11,ranked,1
1852567746,5.11,ranked,1
1852567801,5.11,ranked,1
1852567891,5.11,ranked,1
1852567957,5.11,ranked,1
1852567966,5.11,ranked,1
1852568051,5.11,ranked,1
1852568083,5.11,ranked,1
1852568089,5.11,ranked,1
1852568143,5.11,ranked,1
1852568150,5.11,ranked,1
1852568221,5.11,ranked,1
1852568294,5.11,ranked,1
1852568506,5.11,ranked,1
1852568589,5.11,ranked,1
1852568627,5.11,ranked,1
1852568746,5.11,ranked,1
1852568762,5.11,ranked,1
1852568929,5.11,ranked,1
1852569454,5.11,ranked,1
1852569471,5.11,ranked,1
1852569731,5.11,ranked,1
1852570093,5.11,ranked,1
1852571401,5.11,ranked,1
1852571725,5.11,ranked,1
1852573035,5.11,ranked,1
1852573134,5.11,ranked,1
1852573385,5.11,ranked,1
1852573473,5.11,ranked,1
1852573648,5.11,ranked,1
1852573710,5.11,ranked,1
1852573988,5.11,ranked,1
1852573996,5.11,ranked,1
1852574017,5.11,ranked,1
1852574041,5.11,ranked,1
1852574256,5.11,ranked,1
1852574324,5.11,ranked,1
1852574553,5.11,ranked,1
1852574597,5.11,ranked,1
1852574653,5.11,ranked,1
1852574732,5.11,ranked,1
1852574762,5.11,ranked,1
1852574931,5.11,ranked,1
1852574944,5.11,ranked,1
1852574948,5.11,ranked,1
1852575157,5.11,ranked,1
1852575238,5.11,ranked,1
1852575365,5.11,ranked,1
1852575502,5.11,ranked,1
1852575598,5.11,ranked,1
1852575615,5.11,ranked,1
1852575658,5.11,ranked,1
1852575670,5.11,ranked,1
1852575714,5.11,ranked,1
1852576035,5.11,ranked,1
1852576062,5.11,ranked,1
1852576076,5.11,ranked,1
1852576128,5.11,ranked,1
1852576154,5.11,ranked,1
1852576183,5.11,ranked,1
1852576297,5.11,ranked,1
1852576307,5.11,ranked,1
1852576492,5.11,ranked,1
1852576504,5.11,ranked,1
1852576511,5.11,ranked,1
1852576556,5.11,ranked,1
1852576579,5.11,ranked,1
1852576683,5.11,ranked,1
1852576725,5.11,ranked,1
1852576801,5.11,ranked,1
1852576813,5.11,ranked,1
1852576831,5.11,ranked,1
1852576870,5.11,ranked,1
1852576879,5.11,ranked,1
1852576925,5.11,ranked,1
1852576962,5.11,ranked,1
1852576976,5.11,ranked,1
1852577153,5.11,ranked,1
1852577281,5.11,ranked,1
1852577545,5.11,ranked,1
1852577612,5.11,ranked,1
1852577670,5.11,ranked,1
1852577972,5.11,ranked,1
1852577990,5.11,ranked,1
1852578034,5.11,ranked,1
1852578256,5.11,ranked,1
1852578425,5.11,ranked,1
1852578535,5.11,ranked,1
1852579212,5.11,ranked,1
1852579358,5.11,ranked,1
1852579368,5.11,ranked,1
1852579718,5.11,ranked,1
1852582283,5.11,ranked,1
1852582401,5.11,ranked,1
1852582917,5.11,ranked,1
1852583264,5.11,ranked,1
1852583430,5.11,ranked,1
1852583634,5.11,ranked,1
1852583648,5.11,ranked,1
1852583881,5.11,ranked,1
1852584031,5.11,ranked,1
1852584165,5.11,ranked,1
1852584274,5.11,ranked,1
1852584299,5.11,ranked,1
1852584319,5.11,ranked,1
1852584443,5.11,ranked,1
1852584456,5.11,ranked,1
1852584593,5.11,ranked,1
1852584631,5.11,ranked,1
1852584928,5.11,ranked,1
1852584942,5.11,ranked,1
1852584992,5.11,ranked,1
1852585030,5.11,ranked,1
1852585106,5.11,ranked,1
1852585173,5.11,ranked,1
1852585177,5.11,ranked,1
1852585308,5.11,ranked,1
1852585411,5.11,ranked,1
1852585475,5.11,ranked,1
1852585506,5.11,ranked,1
1852585634,5.11,ranked,1
1852585669,5.11,ranked,1
1852585751,5.11,ranked,1
1852585783,5.11,ranked,1
1852585817,5.11,ranked,1
1852585957,5.11,ranked,1
1852585982,5.11,ranked,1
1852586058,5.11,ranked,1
1852586086,5.11,ranked,1
1852586091,5.11,ranked,1
1852586192,5.11,ranked,1
1852586204,5.11,ranked,1
1852586214,5.11,ranked,1
1852586301,5.11,ranked,1
1852586306,5.11,ranked,1
1852586319,5.11,ranked,1
1852586361,5.11,ranked,1
1852586364,5.11,ranked,1
1852586430,5.11,ranked,1
1852586525,5.11,ranked,1
1852586795,5.11,ranked,1
1852586827,5.11,ranked,1
1852586884,5.11,ranked,1
1852586992,5.11,ranked,1
1852587005,5.11,ranked,1
1852587111,5.11,ranked,1
1852587326,5.11,ranked,1
1852587333,5.11,ranked,1
1852587411,5.11,ranked,1
1852587451,5.11,ranked,1
1852587463,5.11,ranked,1
1852587473,5.11,ranked,1
1852587574,5.11,ranked,1
1852587616,5.11,ranked,1
1852587656,5.11,ranked,1
1852587677,5.11,ranked,1
1852587745,5.11,ranked,1
1852587766,5.11,ranked,1
1852587865,5.11,ranked,1
1852587875,5.11,ranked,1
1852587893,5.11,ranked,1
1852587909,5.11,ranked,1
1852587948,5.11,ranked,1
1852587955,5.11,ranked,1
1852587962,5.11,ranked,1
1852588147,5.11,ranked,1
1852588339,5.11,ranked,1
1852588344,5.11,ranked,1
1852588468,5.11,ranked,1
1852588612,5.11,ranked,1
1852588870,5.11,ranked,1
1852588997,5.11,ranked,1
1852589090,5.11,ranked,1
1852589214,5.11,ranked,1
1852589232,5.11,ranked,1
1852589340,5.11,ranked,1
1852589368,5.11,ranked,1
1852589388,5.11,ranked,1
1852589411,5.11,ranked,1
1852589487,5.11,ranked,1
1852589526,5.11,ranked,1
1852589896,5.11,ranked,1
1852590100,5.11,ranked,1
1852590472,5.11,ranked,1
1852590597,5.11,ranked,1
1852590740,5.11,ranked,1
1852590962,5.11,ranked,1
1852591187,5.11,ranked,1
1852599871,5.11,ranked,1
1852599950,5.11,ranked,1
1852600060,5.11,ranked,1
1852600120,5.11,ranked,1
1852600289,5.11,ranked,1
1852600470,5.11,ranked,1
1852600594,5.11,ranked,1
1852609857,5.11,ranked,1
1852563714,5.11,ranked,1
1852563856,5.11,ranked,1
1852564730,5.11,ranked,1
1852564893,5.11,ranked,1
1852564903,5.11,ranked,1
1852564924,5.11,ranked,1
1852565161,5.11,ranked,1
1852565393,5.11,ranked,1
1852565694,5.11,ranked,1
1852566035,5.11,ranked,1
1852566052,5.11,ranked,1
1852566136,5.11,ranked,1
1852566154,5.11,ranked,1
1852566210,5.11,ranked,1
1852566247,5.11,ranked,1
1852566262,5.11,ranked,1
1852566285,5.11,ranked,1
1852566308,5.11,ranked,1
1852566440,5.11,ranked,1
1852566483,5.11,ranked,1
1852566558,5.11,ranked,1
1852566583,5.11,ranked,1
1852566627,5.11,ranked,1
1852566661,5.11,ranked,1
1852566727,5.11,ranked,1
1852566730,5.11,ranked,1
1852566735,5.11,ranked,1
1852566860,5.11,ranked,1
1852566869,5.11,ranked,1
1852566998,5.11,ranked,1
1852567004,5.11,ranked,1
1852567055,5.11,ranked,1
1852567068,5.11,ranked,1
1852567210,5.11,ranked,1
1852567357,5.11,ranked,1
1852567377,5.11,ranked,1
1852567457,5.11,ranked,1
1852567640,5.11,ranked,1
1852567669,5.11,ranked,1
1852567674,5.11,ranked,1
1852567676,5.11,ranked,1
1852567694,5.11,ranked,1
1852567699,5.11,ranked,1
1852567725,5.11,ranked,1
1852567753,5.11,ranked,1
1852567879,5.11,ranked,1
1852567951,5.11,ranked,1
1852567956,5.11,ranked,1
1852567974,5.11,ranked,1
1852568043,5.11,ranked,1
1852568050,5.11,ranked,1
1852568058,5.11,ranked,1
1852568106,5.11,ranked,1
1852568138,5.11,ranked,1
1852568198,5.11,ranked,1
1852568204,5.11,ranked,1
1852568244,5.11,ranked,1
1852568254,5.11,ranked,1
1852568278,5.11,ranked,1
1852568282,5.11,ranked,1
1852568363,5.11,ranked,1
1852568399,5.11,ranked,1
1852568502,5.11,ranked,1
1852568520,5.11,ranked,1
1852568595,5.11,ranked,1
1852568620,5.11,ranked,1
1852568623,5.11,ranked,1
1852568728,5.11,ranked,1
1852568752,5.11,ranked,1
1852568756,5.11,ranked,1
1852568769,5.11,ranked,1
1852568788,5.11,ranked,1
1852568872,5.11,ranked,1
1852568934,5.11,ranked,1
1852568952,5.11,ranked,1
1852568964,5.11,ranked,1
1852569156,5.11,ranked,1
1852569222,5.11,ranked,1
1852569270,5.11,ranked,1
1852569323,5.11,ranked,1
1852569335,5.11,ranked,1
1852569367,5.11,ranked,1
1852569377,5.11,ranked,1
1852569380,5.11,ranked,1
1852569441,5.11,ranked,1
1852569453,5.11,ranked,1
1852569475,5.11,ranked,1
1852569618,5.11,ranked,1
1852569621,5.11,ranked,1
1852572780,5.11,ranked,1
1852573650,5.11,ranked,1
1852573712,5.11,ranked,1
1852574258,5.11,ranked,1
1852574650,5.11,ranked,1
1852574730,5.11,ranked,1
1852574824,5.11,ranked,1
1852574935,5.11,ranked,1
1852574947,5.11,ranked,1
1852575452,5.11,ranked,1
1852575584,5.11,ranked,1
1852575664,5.11,ranked,1
1852575707,5.11,ranked,1
1852575835,5.11,ranked,1
1852576077,5.11,ranked,1
1852576113,5.11,ranked,1
1852576122,5.11,ranked,1
1852576166,5.11,ranked,1
1852576547,5.11,ranked,1
1852576553,5.11,ranked,1
1852576601,5.11,ranked,1
1852576694,5.11,ranked,1
1852576720,5.11,ranked,1
1852576728,5.11,ranked,1
1852576878,5.11,ranked,1
1852576934,5.11,ranked,1
1852576942,5.11,ranked,1
1852576971,5.11,ranked,1
1852577137,5.11,ranked,1
